RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6971,20031970,Echezonachukwu,656,France,Male,40,1,53667.44,1,0,0,74900.9,0
6972,20031971,Wei,726,France,Male,31,6,99340.83,2,1,0,72496.05,0
6973,20031972,Fielding,708,France,Female,36,2,0.0,1,0,0,170661.02,0
6974,20031973,Estrada,823,Germany,Female,46,5,0.0,2,1,0,160835.3,0
6975,20031974,Obiora,680,France,Male,24,1,0.0,2,0,1,138280.17,0
6976,20031975,Liang,685,France,Male,32,2,150840.03,2,1,1,198402.37,0
6977,20031976,Halpern,817,Germany,Female,19,2,0.0,2,0,0,122964.18,1
6978,20031977,Davis,646,Spain,Female,30,3,121890.06,4,1,0,133051.64,1
6979,20031978,Yuan,533,France,Male,58,4,154475.54,1,1,1,63606.22,1
6980,20031979,Benson,669,France,Male,33,5,0.0,1,0,1,189398.18,1
6981,20031980,Yen,776,France,Female,48,3,155180.56,1,0,1,3829.13,0
6982,20031981,Afamefula,754,France,Female,37,3,161757.87,1,1,1,158323.81,0
6983,20031982,Chinomso,574,France,Male,40,7,141573.55,2,1,1,8444.5,0
6984,20031983,Bennett,537,France,Female,42,2,0.0,2,1,1,157862.82,1
6985,20031984,Barling,498,France,Male,52,5,131390.75,1,0,1,5698.97,0
6986,20031985,Chiemezie,583,France,Male,25,4,82344.84,2,1,1,35177.31,0
6987,20031986,Wu,696,France,Female,39,5,111169.91,1,1,1,139266.48,1
6988,20031987,Iqbal,765,France,Male,30,2,88477.36,1,1,1,190419.81,0
6989,20031988,Robinson,747,Spain,Male,36,3,135650.88,2,0,1,1950.93,0
6990,20031989,Richardson,778,France,Female,20,10,165312.27,1,0,0,4195.84,1
6991,20031990,Clark,582,Spain,Male,62,3,121527.4,2,1,1,87537.32,1
6992,20031991,Tsai,511,Germany,Female,47,1,0.0,1,1,1,185094.48,0
6993,20031992,Repina,631,Spain,Male,38,1,0.0,2,1,0,45309.24,0
6994,20031993,Wisdom,601,Germany,Female,36,9,124179.3,1,1,1,104120.17,1
6995,20031994,Ho,619,France,Female,62,3,68423.89,3,1,0,129001.3,0
6996,20031995,McKenzie,725,France,Male,21,4,71667.74,1,0,1,88728.47,1
6997,20031996,Chizuoke,610,Germany,Female,38,8,179852.26,3,1,1,140758.07,0
6998,20031997,Chidozie,561,Spain,Female,42,5,70417.79,3,1,1,171039.56,0
6999,20031998,Ross-Watt,509,Germany,Female,18,6,102133.38,2,1,1,177644.52,0
7000,20031999,Davidson,664,France,Female,29,4,81153.82,2,1,0,183318.79,1
7001,20032000,Chijioke,753,Spain,Female,33,6,114427.86,2,1,0,28922.25,0
7002,20032001,Walpole,719,Spain,Male,49,8,149995.72,2,1,1,48725.68,0
7003,20032002,Loggia,647,France,Female,28,7,128605.32,2,0,1,93777.61,0
7004,20032003,Olague,681,France,Female,29,5,0.0,4,0,1,35408.77,1
7005,20032004,Frolov,645,Germany,Male,35,3,115084.53,2,0,0,186775.25,0
7006,20032005,Y?,745,Germany,Female,49,1,150679.71,1,0,0,143022.31,0
7007,20032006,Yin,620,Spain,Male,30,6,0.0,1,1,0,135399.21,1
7008,20032007,Liang,604,France,Male,18,8,0.0,2,1,1,60552.44,1
7009,20032008,Yin,716,Spain,Male,43,6,0.0,1,1,1,113163.17,1
7010,20032009,Hsing,713,France,Female,38,10,0.0,1,1,0,83172.19,0
7011,20032010,Smith,645,Germany,Male,43,6,0.0,1,1,0,16528.4,1
7012,20032011,Chigolum,640,France,Female,34,0,154776.42,2,1,1,91573.19,1
7013,20032012,Kovalyov,542,France,Male,39,5,150348.37,1,1,1,119924.8,1
7014,20032013,Smith,634,France,Male,64,6,74197.38,2,0,0,27308.58,0
7015,20032014,McKay,640,France,Female,48,5,147341.43,1,1,1,56246.72,0
7016,20032015,Brigstocke,524,France,Female,53,4,129901.21,2,1,1,36122.96,0
7017,20032016,Onyemauchechukwu,536,Spain,Female,18,5,133801.49,1,1,0,190011.85,0
7018,20032017,Tu,415,France,Male,39,7,0.0,2,0,1,81140.09,0
7019,20032018,Castiglione,671,Spain,Female,24,3,115479.48,2,0,1,109523.88,0
7020,20032019,Chizoba,702,Germany,Female,73,0,119658.49,1,1,0,28515.17,0
7021,20032020,Sanchez,735,Spain,Male,48,7,0.0,1,1,1,38984.37,0
7022,20032021,Jen,513,France,Female,42,1,83036.05,2,1,1,105732.9,0
7023,20032022,Manna,599,Germany,Male,38,8,0.0,1,1,1,61349.37,1
7024,20032023,Afamefula,689,Spain,Female,52,3,119380.37,1,0,1,100557.03,1
7025,20032024,Chiemezie,585,Germany,Male,44,9,112044.72,2,1,1,187905.12,0
7026,20032025,Mahon,709,Germany,Male,59,1,0.0,1,1,0,199005.88,0
7027,20032026,Leonard,568,France,Male,38,9,0.0,2,1,0,116253.1,0
7028,20032027,McCarthy,742,France,Male,22,0,39539.39,2,1,1,8546.87,0
7029,20032028,Titheradge,551,Germany,Female,37,5,83132.09,1,1,1,106761.47,0
7030,20032029,Palerma,706,France,Female,40,4,92599.55,2,1,1,190588.59,0
7031,20032030,Lock,829,France,Female,21,1,116409.55,2,1,1,20555.21,0
7032,20032031,Rizzo,681,Spain,Male,31,0,103522.75,1,1,0,154882.79,0
7033,20032032,Mazzi,705,France,Male,25,2,0.0,1,1,0,140197.42,1
7034,20032033,Fallaci,600,France,Male,58,1,138668.18,1,1,1,158527.45,0
7035,20032034,Wang,703,France,Male,38,1,114321.28,1,1,0,193817.63,0
7036,20032035,Teng,808,Spain,Male,65,6,0.0,1,1,1,198874.52,0
7037,20032036,Bales,555,Germany,Male,22,3,0.0,1,1,0,139410.08,0
7038,20032037,Higgins,499,France,Female,54,8,57098.96,2,1,1,102986.15,1
7039,20032038,Larson,607,Spain,Female,37,2,100107.99,2,1,1,131753.97,0
7040,20032039,Chia,697,Germany,Male,39,9,94684.27,1,1,1,136507.69,0
7041,20032040,Trevisani,662,France,Male,46,8,0.0,2,1,0,194273.12,0
7042,20032041,Uspenskaya,671,Germany,Female,39,1,0.0,1,1,0,131305.37,1
7043,20032042,Chin,780,France,Male,22,7,0.0,1,1,0,98060.51,1
7044,20032043,Ch'ang,624,Germany,Male,44,5,0.0,2,0,0,96420.58,0
7045,20032044,K'ung,723,Germany,Female,43,1,106022.73,1,1,1,156598.23,0
7046,20032045,Ekwueme,476,France,Female,22,3,0.0,2,1,0,163736.09,1
7047,20032046,Agafonova,780,Germany,Male,54,6,0.0,1,0,1,94170.84,0
7048,20032047,Chiabuotu,726,France,Female,38,7,160358.68,1,0,0,150468.35,0
7049,20032048,Taylor,672,France,Female,39,6,142989.69,1,1,1,47114.18,0
7050,20032049,Chien,699,France,Male,52,8,0.0,1,1,0,79134.78,0
7051,20032050,Coates,627,France,Male,31,9,0.0,1,0,1,142342.55,1
7052,20032051,McBurney,657,France,Male,34,1,0.0,2,1,1,121967.88,0
7053,20032052,Larionova,565,Germany,Male,56,3,135096.05,1,1,0,99805.99,0
7054,20032053,Sung,562,France,Male,42,3,0.0,2,1,1,8037.03,0
7055,20032054,Liang,597,Germany,Female,26,4,0.0,1,1,1,176925.69,0
7056,20032055,Dickinson,682,Germany,Female,50,7,154309.67,1,1,1,113266.28,0
7057,20032056,Ermakova,571,Germany,Female,61,4,124495.98,1,1,1,45570.84,0
7058,20032057,Lai,709,Germany,Male,50,2,0.0,1,1,1,93091.02,1
7059,20032058,Landseer,749,France,Female,19,2,140891.46,1,1,1,15658.99,1
7060,20032059,Hsing,589,France,Male,32,7,109844.81,2,1,1,71333.44,1
7061,20032060,Sawtell,523,Spain,Male,18,7,82940.25,2,0,1,13228.93,0
7062,20032061,Conway,705,Germany,Female,24,1,170833.46,1,0,1,97938.59,1
7063,20032062,Dickson,588,France,Female,43,4,0.0,2,0,1,31002.03,1
7064,20032063,Bednall,727,Germany,Female,18,5,118742.74,1,0,0,105997.25,0
7065,20032064,Cattaneo,639,France,Female,21,1,122831.58,1,1,1,40062.99,1
7066,20032065,Bryant,728,France,Male,41,8,95377.13,1,1,1,8643.21,0
7067,20032066,Ch'ang,761,France,Female,35,5,146587.3,3,1,0,176678.72,0
7068,20032067,Bess,665,France,Male,33,2,114292.48,1,1,0,90928.02,1
7069,20032068,Quesada,451,Germany,Female,20,8,156555.54,1,1,1,152845.99,0
7070,20032069,Temple,509,France,Male,26,9,97208.46,1,1,1,7861.68,1
7071,20032070,Pisani,738,France,Male,38,4,0.0,2,0,0,59237.72,0
7072,20032071,Ma,683,France,Female,29,2,124447.73,1,1,0,64515.5,0
7073,20032072,Sal,636,France,Male,32,6,0.0,1,1,1,105983.09,0
7074,20032073,Dellucci,661,Germany,Female,42,4,0.0,2,1,0,216.27,0
7075,20032074,Duncan,370,France,Male,35,2,69608.14,1,1,1,141148.21,0
7076,20032075,McMillan,724,Germany,Male,41,4,110827.49,2,1,1,92277.47,1
7077,20032076,Birk,553,France,Male,51,3,40915.55,2,1,1,30984.59,0
7078,20032077,Efremova,739,France,Male,18,0,0.0,1,0,0,117572.59,1
7079,20032078,Ugochukwutubelum,651,Germany,Female,25,7,127649.64,1,1,0,20612.82,1
7080,20032079,Hughes,484,France,Male,41,5,104832.49,2,1,0,151871.84,0
7081,20032080,Huang,738,Spain,Female,22,3,0.0,1,1,0,118913.53,1
7082,20032081,Yefremov,645,France,Female,58,1,158271.74,1,0,1,117572.59,1
7083,20032082,K'ung,618,France,Female,38,3,111169.91,1,1,1,161800.77,0
7084,20032083,Gerasimova,500,Spain,Male,41,8,0.0,2,0,0,125079.65,0
7085,20032084,Gotch,711,Spain,Male,40,8,141287.15,1,1,1,10070.4,0
7086,20032085,Burgess,713,France,Male,33,3,123229.46,1,1,0,88211.12,0
7087,20032086,Nkemdirim,711,France,Male,46,4,0.0,2,0,1,141533.19,0
7088,20032087,Little,709,Spain,Female,26,2,0.0,1,1,0,37094.75,1
7089,20032088,De Bernales,647,Spain,Male,30,8,65643.3,1,1,1,136497.28,0
7090,20032089,Yang,778,Germany,Female,42,2,110941.93,1,0,0,123164.97,0
7091,20032090,Atkins,725,Germany,Female,18,7,0.0,2,1,1,3896.08,0
7092,20032091,Hale,607,France,Male,39,1,0.0,1,1,1,150507.43,0
7093,20032092,Shaver,701,Germany,Male,30,9,111537.23,1,1,0,122810.53,0
7094,20032093,Jamieson,740,Spain,Female,45,6,109724.38,1,1,1,78670.52,0
7095,20032094,Martin,579,France,Female,45,3,95624.36,1,1,1,90256.06,1
7096,20032095,Ifesinachi,680,France,Male,25,5,0.0,1,1,0,194257.11,0
7097,20032096,Chiabuotu,843,Germany,Female,34,10,112499.42,2,0,0,130442.08,0
7098,20032097,Nnonso,644,Germany,Female,23,10,0.0,1,1,0,41623.59,0
7099,20032098,Azubuike,535,Germany,Male,37,2,141204.65,1,1,1,38866.85,1
7100,20032099,Bergamaschi,666,France,Male,35,1,0.0,1,1,0,54129.86,0
7101,20032100,Chou,695,France,Female,24,2,80764.03,1,0,0,100408.31,1
7102,20032101,Wilson,568,Germany,Female,40,6,0.0,2,1,1,10486.69,0
7103,20032102,Nwankwo,529,France,Male,40,7,0.0,1,1,0,89602.81,0
7104,20032103,Tucker,844,Spain,Female,41,3,96759.42,2,1,1,138849.06,0
7105,20032104,Rene,604,France,Male,37,3,117160.32,2,0,1,84126.75,0
7106,20032105,Musgrove,428,France,Male,18,5,0.0,2,0,0,121151.46,0
7107,20032106,Owens,444,France,Male,31,6,0.0,2,1,1,157552.08,1
7108,20032107,Rita,478,France,Female,25,5,106596.29,1,1,1,90605.05,1
7109,20032108,Yobanna,850,France,Male,36,9,112609.91,2,1,0,24156.03,0
7110,20032109,Alexander,656,Spain,Female,51,4,0.0,1,1,1,40299.23,1
7111,20032110,Fraser,786,Spain,Female,28,9,106344.95,2,1,0,100075.1,0
7112,20032111,Davies,663,Germany,Female,34,9,0.0,2,1,0,94811.85,0
7113,20032112,Lo,675,France,Male,43,4,147360.0,1,1,1,39891.84,0
7114,20032113,Avdeyeva,623,Germany,Male,37,4,0.0,2,0,0,28045.77,0
7115,20032114,Ferrari,634,France,Male,38,7,187911.55,2,0,1,79915.28,0
7116,20032115,Duncan,597,Spain,Male,47,9,153611.83,2,1,0,148704.77,1
7117,20032116,Williamson,728,Spain,Female,18,6,116528.15,2,1,1,124218.27,1
7118,20032117,Hou,645,France,Male,40,7,135179.49,1,1,1,56311.39,1
7119,20032118,McKay,580,Spain,Female,25,9,0.0,2,1,0,101485.72,1
7120,20032119,Hunter,679,France,Male,25,2,0.0,1,1,1,137694.23,0
7121,20032120,King,584,France,Female,50,6,143582.89,1,0,1,3449.22,1
7122,20032121,Griffiths,761,Germany,Female,29,5,97792.21,2,0,1,138145.62,1
7123,20032122,Isayev,766,Spain,Male,40,4,0.0,1,1,1,22527.27,1
7124,20032123,Chukwukadibia,784,Germany,Female,27,1,0.0,1,1,1,87352.43,1
7125,20032124,Anderson,811,Spain,Female,49,5,138241.9,1,0,0,72909.75,0
7126,20032125,Sutherland,626,France,Male,55,9,0.0,1,1,0,96498.14,0
7127,20032126,Johnstone,679,France,Female,32,6,0.0,2,1,0,162760.96,0
7128,20032127,Kerr,472,Germany,Female,18,2,127201.58,1,1,0,14546.76,0
7129,20032128,Robertson,647,Germany,Male,67,4,0.0,3,1,0,144390.75,0
7130,20032129,Wood,829,France,Female,42,8,0.0,2,1,1,137392.77,0
7131,20032130,Thompson,544,Germany,Male,30,1,125879.29,1,0,0,192542.17,0
7132,20032131,Robertson,632,Spain,Female,32,6,102143.93,1,1,0,85869.89,0
7133,20032132,Gray,685,France,Female,41,1,121490.05,1,1,0,53718.28,0
7134,20032133,Chukwuebuka,626,Spain,Female,30,0,101891.1,2,0,0,50972.6,0
7135,20032134,Chidimma,632,France,Female,19,7,129553.76,2,1,0,1243.97,1
7136,20032135,Denisov,530,France,Male,53,1,133866.22,1,0,0,196335.48,0
7137,20032136,Kung,668,Spain,Male,40,4,127523.75,2,1,1,26022.37,0
7138,20032137,Steinhoff,542,France,Male,47,7,93694.42,2,1,1,121085.72,1
7139,20032138,Claypool,597,Spain,Female,36,1,0.0,2,1,0,171575.54,1
7140,20032139,Olisaemeka,635,France,Female,34,6,0.0,2,0,0,40920.59,1
7141,20032140,Suffolk,646,Germany,Female,53,4,170491.84,1,1,1,119059.13,1
7142,20032141,Ndubuagha,710,Spain,Male,48,8,108432.88,2,1,0,192721.98,0
7143,20032142,Tseng,715,Spain,Male,27,8,152283.39,1,1,1,112256.57,0
7144,20032143,Mancini,641,Spain,Male,28,5,0.0,2,1,0,120893.07,1
7145,20032144,Shaw,850,France,Male,20,9,97975.82,2,1,0,80607.33,1
7146,20032145,Greco,816,France,Male,43,5,130565.02,1,1,0,174098.28,0
7147,20032146,Bobrov,746,Spain,Male,39,1,0.0,2,0,1,183598.77,1
7148,20032147,Gray,481,France,Male,58,8,101043.63,2,0,0,144345.58,1
7149,20032148,Holmes,651,Spain,Female,39,5,107871.72,1,1,1,122996.76,0
7150,20032149,Brown,742,Germany,Male,41,9,0.0,2,1,1,130910.78,0
7151,20032150,Marshall,578,Spain,Female,57,5,0.0,1,1,1,155641.46,1
7152,20032151,Chin,668,Spain,Female,36,2,0.0,2,1,1,129525.5,1
7153,20032152,Arcuri,742,Germany,Male,59,3,102452.71,2,1,1,121085.72,0
7154,20032153,Lombardi,628,Spain,Male,43,8,141859.12,1,0,1,98949.85,1
7155,20032154,Lung,742,Spain,Female,34,1,114779.35,1,1,1,74405.34,0
7156,20032155,Liu,526,France,Female,53,4,0.0,2,1,1,21006.1,1
7157,20032156,Wall,731,France,Female,40,1,0.0,1,0,1,161435.02,0
7158,20032157,Findlay,750,France,Female,38,6,139714.4,1,1,1,28029.54,0
7159,20032158,Batty,750,France,Female,41,6,126362.57,2,0,1,18522.91,1
7160,20032159,Yuriev,539,France,Female,41,8,110053.62,1,0,1,149402.59,0
7161,20032160,Hsia,597,Germany,Male,30,6,0.0,1,1,0,108377.82,0
7162,20032161,Folliero,770,France,Male,55,4,115764.32,1,0,0,74878.22,0
7163,20032162,Akudinobi,749,Germany,Female,38,3,0.0,1,1,1,166188.28,1
7164,20032163,Vanmeter,610,France,Male,29,3,100337.96,1,1,0,119232.33,0
7165,20032164,Teng,721,Germany,Female,55,1,147435.96,1,1,0,36823.28,1
7166,20032165,Wood,628,France,Female,70,6,0.0,2,1,1,143783.28,0
7167,20032166,White,605,Spain,Female,44,6,116585.97,2,1,0,172437.12,0
7168,20032167,Samson,602,Spain,Male,22,1,79706.25,1,1,1,53534.8,0
7169,20032168,Ritchie,562,France,Male,29,4,0.0,1,1,1,140763.18,1
7170,20032169,Hill,698,France,Female,51,8,91057.37,1,1,0,100843.82,0
7171,20032170,Onwuamaeze,682,France,Male,32,7,0.0,2,1,1,155853.52,1
7172,20032171,Giordano,773,France,Male,37,10,155879.09,1,1,1,185144.08,0
7173,20032172,Lu,598,France,Female,37,5,181166.44,1,0,0,146703.36,0
7174,20032173,Williamson,610,France,Male,23,7,0.0,1,0,0,33642.21,1
7175,20032174,Zikoranachukwudimma,787,France,Male,39,6,137326.65,2,1,1,168152.76,0
7176,20032175,Evans,582,Spain,Male,18,9,0.0,1,0,1,20207.02,0
7177,20032176,Onwumelu,674,Germany,Female,42,1,148163.57,1,1,1,97633.93,1
7178,20032177,Graham,718,Germany,Male,49,6,83503.11,1,1,0,26229.24,0
7179,20032178,Cunningham,734,Germany,Male,26,2,154485.74,1,0,1,124954.56,0
7180,20032179,Bottrill,505,France,Male,29,10,153316.14,2,1,0,167682.57,1
7181,20032180,Lin,499,Spain,Female,44,2,63095.01,1,1,1,19233.41,0
7182,20032181,Andrews,744,France,Female,45,3,107556.06,2,0,0,118120.88,0
7183,20032182,Darwin,796,Spain,Male,31,4,105617.73,1,1,1,81292.33,1
7184,20032183,Gallop,505,France,Female,30,3,124314.45,1,1,0,192449.02,0
7185,20032184,Liao,751,Spain,Male,56,9,130334.35,1,1,1,86657.48,0
7186,20032185,Gilchrist,723,Germany,Male,51,8,90594.55,1,1,1,34335.55,1
7187,20032186,Madison,725,France,Male,30,8,0.0,1,0,1,91943.94,0
7188,20032187,Ch'iu,593,Germany,Male,53,6,138664.24,1,1,1,132959.33,0
7189,20032188,Cheng,647,France,Male,18,7,0.0,2,1,1,183572.39,0
7190,20032189,Chukwukere,696,France,Female,35,3,0.0,1,1,0,134790.74,0
7191,20032190,Carter,618,France,Male,30,10,0.0,2,0,0,60988.21,1
7192,20032191,Bergamaschi,759,Spain,Female,55,0,0.0,1,1,0,94862.93,1
7193,20032192,Cavill,447,Germany,Male,43,8,0.0,1,1,1,91652.43,0
7194,20032193,Hayes,446,France,Female,32,9,123935.35,2,1,1,149170.25,1
7195,20032194,Kudryashova,712,France,Female,53,5,88120.97,1,1,0,88080.43,0
7196,20032195,Law,607,France,Male,47,0,118201.41,1,0,1,89935.73,1
7197,20032196,Uspenskaya,666,Germany,Female,48,4,0.0,2,1,0,77469.38,0
7198,20032197,Buccho,621,France,Male,31,4,163823.37,2,0,0,104170.48,0
7199,20032198,Wright,575,Spain,Male,27,7,0.0,2,1,0,129050.67,0
7200,20032199,Maduabuchim,504,Germany,Female,31,5,97925.11,3,1,1,52545.24,0
7201,20032200,P'eng,696,Spain,Female,44,10,0.0,1,1,1,186841.71,0
7202,20032201,Mackay,623,France,Male,30,1,117524.72,2,1,1,179913.98,1
7203,20032202,Muomelu,606,France,Female,28,9,0.0,2,1,1,151303.48,0
7204,20032203,Brown,704,Germany,Male,34,8,97893.2,2,1,1,2743.69,0
7205,20032204,Sadlier,624,France,Female,37,2,0.0,1,1,0,78088.17,0
7206,20032205,Saunders,778,France,Female,35,2,114091.38,3,1,0,68297.61,0
7207,20032206,North,737,France,Female,25,6,65521.2,2,1,0,57175.32,1
7208,20032207,Roberts,746,Spain,Female,54,5,120530.13,2,0,0,58883.91,1
7209,20032208,Onyekachi,541,France,Female,38,4,120591.19,2,0,1,195877.06,0
7210,20032209,Ferreira,645,France,Male,18,8,0.0,2,1,1,183399.12,0
7211,20032210,Campbell,841,France,Male,38,7,106234.02,1,0,1,160095.48,0
7212,20032211,Root,688,Germany,Male,35,3,0.0,1,1,1,153566.97,0
7213,20032212,Ramos,640,Spain,Female,38,7,108888.24,2,1,0,114279.63,0
7214,20032213,Chioke,543,Germany,Female,41,7,47869.69,2,1,0,92243.94,0
7215,20032214,Hsia,675,Spain,Male,51,5,0.0,2,0,1,177480.45,0
7216,20032215,Kerr,777,France,Male,52,8,0.0,1,1,1,83456.67,0
7217,20032216,Harding,613,France,Male,55,6,130142.79,2,1,0,126192.54,1
7218,20032217,P'eng,642,France,Female,33,3,127120.07,1,1,0,96088.54,1
7219,20032218,Davis,494,Spain,Female,34,10,93499.82,1,0,0,160849.43,1
7220,20032219,Ross,708,France,Male,28,6,120718.28,2,1,0,26265.18,0
7221,20032220,Santiago,597,France,Female,39,4,0.0,2,1,1,17675.36,0
7222,20032221,Barber,683,France,Female,58,9,0.0,1,1,1,174227.66,0
7223,20032222,Webb,671,France,Male,52,2,0.0,1,1,0,97939.4,0
7224,20032223,Kornilova,841,Spain,Female,45,2,101648.5,1,1,0,35356.46,0
7225,20032224,Morrison,690,France,Female,37,0,0.0,1,1,0,190937.09,0
7226,20032225,Palazzi,660,Spain,Female,24,7,0.0,1,0,1,54398.56,0
7227,20032226,Taylor,634,Germany,Male,50,7,160358.68,1,1,1,101039.53,0
7228,20032227,Genovese,502,France,Male,37,7,0.0,2,0,1,110299.78,0
7229,20032228,T'ao,717,France,Female,45,2,106431.97,1,1,0,136812.02,1
7230,20032229,Woods,585,Germany,Male,30,5,155931.11,2,1,1,176743.51,0
7231,20032230,Stevenson,666,Spain,Male,28,2,154669.77,2,1,1,170679.74,0
7232,20032231,Mazzi,729,Spain,Female,31,7,109958.15,1,1,0,56229.72,0
7233,20032232,Hsia,506,France,Male,42,7,129974.79,1,0,1,75685.97,1
7234,20032233,Toscano,391,Germany,Male,28,9,113228.38,2,1,0,162643.15,0
7235,20032234,Kulikova,676,France,Male,31,4,0.0,2,1,1,192950.6,0
7236,20032235,Lopez,650,France,Male,40,7,112930.28,2,0,0,2748.72,0
7237,20032236,Coates,584,France,Female,38,3,0.0,1,1,1,32044.64,1
7238,20032237,T'ao,598,France,Female,46,2,0.0,1,1,1,34047.54,0
7239,20032238,Lahti,589,Spain,Female,46,0,124227.14,1,1,0,138351.68,0
7240,20032239,Obiora,618,Spain,Male,40,9,90194.34,2,1,0,59129.72,0
7241,20032240,Greece,530,France,Female,45,1,138162.81,2,1,1,116385.24,1
7242,20032241,Pisano,720,Spain,Female,49,7,108477.27,2,0,1,68777.26,1
7243,20032242,Beneventi,751,Germany,Female,26,5,0.0,1,1,0,30380.12,0
7244,20032243,Watts,609,France,Female,53,7,0.0,1,0,1,104721.5,1
7245,20032244,Ch'ang,438,France,Male,36,0,116536.43,2,1,0,135334.24,0
7246,20032245,Francis,552,France,Male,53,5,0.0,2,0,1,167522.19,1
7247,20032246,Larionova,674,Germany,Female,47,4,128605.32,2,1,0,141476.56,0
7248,20032247,Morales,614,Germany,Female,39,1,0.0,2,1,1,126153.24,0
7249,20032248,Otitodilinna,612,Germany,Female,39,3,0.0,1,1,0,184399.76,0
7250,20032249,Chukwualuka,630,France,Female,48,2,129735.3,2,1,1,149822.04,0
7251,20032250,Chandler,783,France,Male,43,7,143637.58,1,1,1,190429.52,0
7252,20032251,Kerr,474,Spain,Male,35,6,0.0,1,0,1,180934.67,0
7253,20032252,Bennett,601,France,Male,42,5,0.0,2,1,0,107841.77,0
7254,20032253,Fanucci,681,France,Male,46,1,0.0,1,1,1,62733.05,1
7255,20032254,Kelly,577,France,Male,38,10,131160.85,1,1,1,60083.11,0
7256,20032255,Geach,815,Germany,Male,25,9,104255.03,1,1,0,113276.46,1
7257,20032256,Nnamutaezinwa,714,Germany,Male,68,5,113877.23,1,0,1,116692.8,1
7258,20032257,Ch'eng,687,Spain,Female,39,9,94216.05,1,1,1,50390.98,0
7259,20032258,Nicholls,850,France,Female,47,9,0.0,2,1,0,40066.95,0
7260,20032259,Chinonyelum,514,Germany,Female,62,1,162482.76,2,1,0,65257.57,0
7261,20032260,Lock,757,Spain,Male,53,6,35549.81,1,1,0,110900.43,1
7262,20032261,Robinson,601,Germany,Male,45,4,0.0,1,1,0,102076.03,1
7263,20032262,Williams,735,Germany,Female,38,2,79563.36,1,0,1,28434.44,0
7264,20032263,Fleetwood-Smith,370,France,Male,46,3,169023.33,2,1,1,181429.87,1
7265,20032264,Niu,614,Germany,Male,31,6,0.0,1,1,1,23974.85,1
7266,20032265,Blair,557,France,Male,47,5,0.0,2,1,0,55387.28,0
7267,20032266,Folliero,850,France,Female,37,9,107303.72,2,1,0,79623.28,0
7268,20032267,Marshall,630,Spain,Female,38,7,104960.46,2,1,1,120531.31,0
7269,20032268,Padovano,539,Spain,Male,38,4,104584.16,1,1,0,166144.98,1
7270,20032269,Mordvinova,672,France,Male,34,6,0.0,2,1,1,19959.67,0
7271,20032270,Wei,715,Germany,Female,22,6,79460.98,1,0,0,17163.75,0
7272,20032271,Ngozichukwuka,569,France,Male,33,9,0.0,1,1,0,19596.73,1
7273,20032272,Trevisani,734,France,Male,31,7,0.0,1,0,0,13946.66,0
7274,20032273,Yeh,689,France,Male,45,6,108308.11,2,1,1,62810.91,0
7275,20032274,Hsing,651,Spain,Male,47,9,0.0,1,1,1,190627.01,1
7276,20032275,Ferri,471,France,Male,38,2,109558.36,2,0,0,37196.15,0
7277,20032276,Mackenzie,653,Spain,Female,33,5,145512.84,2,1,1,90883.12,1
7278,20032277,P'an,757,France,Male,40,4,86006.3,1,1,1,143981.27,0
7279,20032278,Moody,739,France,Male,53,8,87779.83,2,1,1,108731.02,0
7280,20032279,Trejo,706,Germany,Male,31,2,0.0,2,1,1,147720.27,0
7281,20032280,Naylor,834,France,Female,43,6,0.0,1,0,1,169425.3,0
7282,20032281,Yobachukwu,695,Germany,Male,59,8,0.0,2,1,1,33075.24,0
7283,20032282,Hsing,648,Germany,Male,40,5,161884.99,1,1,0,84402.46,1
7284,20032283,Johnstone,701,France,Female,25,2,0.0,1,1,0,183893.31,1
7285,20032284,Hopkins,666,Germany,Female,39,3,0.0,2,1,1,184107.26,1
7286,20032285,Ifeatu,709,Germany,Male,18,6,110570.78,1,1,1,31399.4,0
7287,20032286,Boniwell,724,Spain,Male,37,2,0.0,1,1,0,119377.36,0
7288,20032287,Mancini,587,Germany,Female,28,3,100082.14,1,1,1,141031.08,0
7289,20032288,Bailey,657,France,Male,32,9,180520.29,1,1,0,93826.63,1
7290,20032289,Hs?eh,525,Spain,Male,41,2,91897.8,1,0,0,118313.38,0
7291,20032290,Evans,562,Spain,Female,40,2,0.0,1,1,1,52484.01,0
7292,20032291,Fleming,667,Spain,Male,46,2,0.0,2,0,1,192026.02,0
7293,20032292,Crawford,850,France,Female,27,7,0.0,1,1,0,52581.96,0
7294,20032293,Goforth,535,Germany,Male,43,5,0.0,1,1,1,163327.27,0
7295,20032294,Tochukwu,685,France,Female,33,3,0.0,2,0,0,88659.07,0
7296,20032295,Hou,613,France,Male,47,5,138778.15,1,1,0,36308.93,0
7297,20032296,Onyemere,578,Spain,Female,50,5,123502.53,1,0,1,124777.14,0
7298,20032297,Ofodile,850,Spain,Female,51,5,110641.18,2,1,1,115403.31,0
7299,20032298,Nebeuwa,546,France,Male,19,9,95523.16,1,1,0,190857.79,0
7300,20032299,Chijioke,610,Spain,Female,23,10,0.0,2,0,1,13999.64,0
7301,20032300,Su,671,France,Male,49,1,72541.48,1,1,1,19500.1,0
7302,20032301,Shih,620,France,Female,43,4,0.0,1,1,1,148516.79,1
