RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5942,20020464,Trevisani,709,Spain,Female,30,5,0.0,1,1,0,135034.57,1
5943,20010772,Maclean,484,Germany,Male,42,0,0.0,2,1,1,130726.96,0
5944,20019358,Nwachukwu,599,France,Female,32,1,0.0,2,1,1,123646.57,1
5945,20014295,McKenzie,602,Germany,Male,30,9,0.0,2,1,0,117622.8,1
5946,20007604,K?,594,Germany,Male,26,4,76961.6,2,1,1,16500.66,0
5947,20024873,Cherkasova,563,Spain,Male,29,6,124216.93,2,0,0,62199.78,0
5948,20016025,Blackburn,517,Spain,Female,61,9,118569.03,1,1,0,127014.32,0
5949,20010537,Lai,641,France,Male,34,7,0.0,2,0,1,49594.02,0
5950,20003950,Thorpe,507,France,Male,31,9,96471.2,1,1,1,40062.99,0
5951,20017154,Tomlinson,773,France,Male,50,4,130666.2,1,0,1,93360.35,0
5952,20004026,Angelo,561,France,Male,48,3,142721.52,1,1,1,155905.79,0
5953,20015996,Chung,518,France,Male,37,2,76595.08,2,1,1,107665.02,0
5954,20008348,Shaw,715,Germany,Male,31,8,105514.69,1,1,0,171340.68,0
5955,20021248,Ibezimako,661,Spain,Female,37,4,0.0,1,1,1,19500.1,0
5956,20000953,Barrett,597,France,Female,50,5,0.0,1,1,1,188974.81,0
5957,20008565,Chien,626,Spain,Male,21,8,84745.03,2,1,0,84863.85,0
5958,20013015,Onwuamaeze,642,Spain,Male,42,1,0.0,2,0,1,46635.11,0
5959,20018648,Nebeolisa,492,Germany,Female,59,4,0.0,2,0,0,185791.9,1
5960,20021169,Moretti,479,Spain,Male,39,0,138456.03,1,1,0,164287.86,0
5961,20013671,Walker,520,France,Male,45,0,114421.55,4,1,1,124170.9,1
5962,20016070,Burgess,687,Spain,Female,40,5,140356.7,1,0,1,10008.68,0
5963,20002196,Udegbunam,677,France,Female,21,4,115766.26,1,1,0,144995.33,0
5964,20021926,Romani,717,France,Female,38,1,101195.23,2,1,1,80320.3,0
5965,20003075,Walker,550,Spain,Male,41,5,0.0,2,1,0,86937.2,0
5966,20008864,Folliero,540,France,Male,51,2,0.0,2,0,0,40914.32,0
5967,20023619,Torres,720,France,Male,58,1,0.0,2,1,1,70223.22,0
5968,20009004,Davila,779,Germany,Female,57,1,155655.46,1,1,0,106969.98,0
5969,20009538,Ejimofor,736,France,Female,51,4,40915.55,1,0,0,88206.04,0
5970,20020123,Liu,771,France,Male,44,5,0.0,1,1,0,142566.75,0
5971,20017019,Christie,669,Spain,Male,39,10,0.0,1,1,0,57175.32,0
5972,20021923,Fink,724,France,Female,25,2,121647.54,1,1,0,75578.67,0
5973,20006520,Marcelo,605,Spain,Female,39,3,0.0,2,1,0,63833.09,0
5974,20002477,Frost,820,France,Male,21,5,98877.95,1,1,1,185667.72,0
5975,20020164,Campos,710,France,Male,38,1,123948.85,1,0,0,172832.9,1
5976,20019377,Murray,548,France,Male,57,7,137145.12,2,1,0,71709.12,0
5977,20010303,Teng,483,Spain,Male,43,3,69311.16,1,1,0,193408.43,0
5978,20021020,May,607,France,Male,41,8,104960.46,2,1,1,50881.51,1
5979,20007612,Christie,606,France,Male,28,4,0.0,1,0,1,145759.93,0
5980,20003446,Fanucci,517,France,Male,40,0,51949.95,2,0,0,6770.44,0
5981,20005459,Bergamaschi,648,Germany,Male,18,4,106937.05,2,0,0,149604.18,0
5982,20004879,Capon,678,France,Male,33,9,155470.55,1,1,0,131970.86,0
5983,20004961,DeRose,772,France,Male,22,3,122017.19,1,1,1,50974.57,0
5984,20002678,Onyemauchechukwu,668,Spain,Male,30,7,135842.89,2,1,1,55558.51,1
5985,20004151,Chiemela,651,France,Male,29,10,0.0,2,1,0,30020.09,0
5986,20008372,Simmons,662,France,Female,22,8,101247.06,2,1,0,125912.77,0
5987,20013649,Nebechukwu,605,Germany,Male,26,3,114206.84,2,1,1,12328.08,0
5988,20003897,Thomson,586,France,Female,35,9,0.0,2,0,1,120612.11,0
5989,20017899,Jones,689,France,Female,43,7,0.0,2,1,0,72549.27,0
5990,20020615,Copeland,676,France,Male,31,7,120711.73,1,0,1,50016.17,0
5991,20011154,Ross-Watt,600,France,Male,47,7,0.0,2,1,0,109572.58,1
5992,20016266,Craig,703,Spain,Male,37,6,147149.59,1,1,1,84635.64,0
5993,20018099,Folliero,656,Spain,Male,20,1,0.0,2,1,1,168369.37,0
5994,20000426,Tsui,534,Spain,Female,54,3,147674.26,1,1,1,119425.94,0
5995,20002534,Oliver,597,Germany,Male,41,7,99773.85,1,1,1,144385.54,0
5996,20003088,Bardin,772,France,Male,41,3,93259.57,1,1,1,89891.4,0
5997,20018503,Shephard,628,Germany,Male,46,3,143258.85,1,1,1,39057.67,0
5998,20024729,Bennett,675,France,Male,56,5,178713.98,1,1,1,128461.29,0
5999,20010033,Osonduagwuike,711,Germany,Female,65,6,0.0,2,1,0,41777.9,0
6000,20015544,McKay,616,Spain,Male,48,1,0.0,2,0,1,161241.65,0
6001,20008054,Golubev,771,Spain,Male,47,0,103015.12,1,1,1,20670.1,0
6002,20009924,Giordano,671,Spain,Male,29,5,0.0,2,1,1,176945.96,0
6003,20013001,Schnaars,742,France,Male,47,10,0.0,1,0,0,61820.41,1
6004,20020211,Davidson,606,France,Male,44,1,105249.76,1,0,1,33524.6,0
6005,20012957,Fuller,600,France,Male,55,6,0.0,2,0,0,179833.45,0
6006,20024841,Odinakachukwu,850,Germany,Female,39,7,0.0,2,1,0,10956.82,0
6007,20012671,Kruglov,661,France,Male,29,0,112146.12,2,1,0,555.28,0
6008,20023729,Robertson,674,France,Male,47,9,120268.13,1,1,1,112333.22,1
6009,20001291,Tate,650,France,Male,40,5,156282.79,2,0,1,185210.63,1
6010,20013004,Birdseye,548,Spain,Female,43,5,132292.63,1,1,1,140262.96,0
6011,20015258,Carter,532,France,Male,45,5,178787.54,2,1,1,137332.37,0
6012,20020566,Alexandrova,570,Germany,Male,34,4,199229.14,2,0,0,2988.28,0
6013,20010583,Ting,517,Spain,Female,25,2,134980.74,2,1,1,25059.05,1
6014,20023587,Gboliwe,742,France,Male,34,2,98759.89,1,1,1,94274.72,0
6015,20010572,Onwumelu,685,France,Female,50,0,81710.46,2,0,1,54229.74,0
6016,20018694,Cattaneo,772,Germany,Female,44,3,155619.36,1,0,0,76884.05,0
6017,20006090,Onwumelu,710,Germany,Female,36,5,0.0,1,0,1,100075.1,0
6018,20013620,Lu,602,Germany,Male,44,2,110939.3,2,1,0,178361.04,0
6019,20015920,Fomin,617,Spain,Male,32,6,99811.44,1,1,1,49133.45,0
6020,20016745,Nwachukwu,608,Germany,Male,18,4,116509.99,2,1,1,170034.95,0
6021,20021712,Nucci,629,Spain,Male,27,3,70302.48,1,1,0,51226.32,0
6022,20002191,Olsen,487,Germany,Female,48,2,0.0,1,1,1,143049.72,1
6023,20002243,Mancini,701,France,Male,18,7,161889.79,1,1,1,38409.79,0
6024,20007575,Fiorentini,731,France,Female,41,6,150490.32,1,1,1,179032.68,0
6025,20004427,Benjamin,504,France,Female,38,1,0.0,2,1,1,82084.3,1
6026,20011308,Zetticci,664,France,Male,31,2,121827.43,2,1,0,164017.89,0
6027,20024193,Onochie,717,France,Male,47,0,131643.25,1,1,1,173870.39,1
6028,20020447,Baresi,827,France,Male,37,4,130089.56,1,1,1,75786.55,0
6029,20012230,Chiemenam,566,Germany,Male,31,8,0.0,2,0,1,62193.92,0
6030,20021532,Campbell,812,Spain,Male,26,1,114668.89,3,0,1,182624.93,1
6031,20004196,Chiang,710,Spain,Female,33,9,135309.36,1,1,1,91957.39,0
6032,20002133,Sun,746,Spain,Female,28,1,131468.44,2,0,0,6076.62,1
6033,20001103,Webb,775,France,Female,29,5,0.0,1,0,1,137180.95,0
6034,20022470,Lu,716,France,Male,50,6,120777.88,1,0,1,119814.25,1
6035,20017100,Hodge,641,France,Female,18,9,107798.85,1,1,1,172141.33,0
6036,20005900,T'ang,628,France,Female,57,2,0.0,2,1,1,166386.22,0
6037,20011592,Locke,529,Spain,Female,54,9,115915.53,1,1,0,113931.57,1
6038,20021665,Niu,631,Germany,Male,45,5,123764.95,1,1,1,61531.86,0
6039,20003762,Johnson,497,Spain,Male,41,1,152582.2,2,1,0,100408.31,0
6040,20003951,Alexeeva,581,Germany,Male,41,6,106957.28,1,1,1,159508.52,0
6041,20006180,H?,642,Germany,Male,23,4,127661.69,1,1,0,12182.15,0
6042,20001170,Nkemdilim,697,Germany,Female,34,4,0.0,1,1,1,137995.66,0
6043,20002346,Macrossan,833,Germany,Male,37,5,82909.14,1,1,0,136330.26,0
6044,20019671,Scott,623,Germany,Female,36,9,0.0,1,1,0,123547.28,0
6045,20023413,Mills,534,Germany,Female,27,1,67639.56,1,1,0,146041.45,0
6046,20008394,Zubarev,622,Germany,Male,33,2,0.0,2,1,1,51503.51,0
6047,20016052,Booth,728,Spain,Male,37,8,153548.12,1,0,0,84321.03,0
6048,20018547,Galkin,619,Germany,Male,43,2,100359.54,1,0,1,62678.53,0
6049,20013064,Daniels,778,Germany,Male,45,1,122196.99,1,0,0,23548.45,0
6050,20021470,Blackwood,720,Germany,Male,36,5,123906.22,1,1,0,79084.1,0
6051,20016919,Fleming,775,Spain,Male,37,2,0.0,1,0,1,180598.28,0
6052,20014369,Preston,682,Spain,Female,37,2,100169.51,1,1,1,35795.85,0
6053,20003272,Frederick,526,Germany,Female,43,9,84284.48,1,1,0,168412.07,0
6054,20015776,Crawford,565,France,Female,43,6,149777.0,2,1,1,143668.58,0
6055,20012665,Udegbulam,704,Germany,Male,35,4,163764.84,2,1,1,58320.06,0
6056,20012019,Marino,611,Germany,Female,27,5,144318.97,1,1,0,121207.66,0
6057,20019929,Lin,538,Spain,Female,42,0,0.0,1,1,0,45422.89,0
6058,20003465,Muir,611,France,Male,31,6,0.0,4,1,1,180712.52,0
6059,20018872,Kennedy,578,Spain,Male,36,2,0.0,2,0,1,24020.49,0
6060,20019141,Hobbs,635,France,Male,46,6,131039.97,2,1,0,10792.42,0
6061,20022276,Chuang,738,Germany,Male,36,3,0.0,1,1,0,81425.61,0
6062,20014199,Moore,646,Spain,Male,48,5,89634.69,1,1,0,191599.67,1
6063,20012656,Anayochukwu,657,Spain,Male,26,4,154962.99,1,1,0,118508.09,0
6064,20018046,Gregory,573,Germany,Female,66,1,106116.5,1,0,1,124486.28,0
6065,20017014,Castles,598,France,Female,40,8,82231.51,1,1,0,172363.52,0
6066,20010377,K'ung,706,France,Male,44,5,128663.9,2,1,0,36202.74,0
6067,20019445,McIntosh,686,France,Female,22,1,116197.65,1,0,0,127734.16,0
6068,20000235,Chou,594,France,Male,27,4,105102.5,1,0,0,108876.75,0
6069,20000509,Chukwuemeka,845,Spain,Female,39,10,0.0,2,1,0,80587.27,0
6070,20002244,Tuan,692,France,Female,46,10,98009.13,2,1,1,77977.69,0
6071,20005642,Joslin,581,Germany,Male,43,9,0.0,1,1,1,48201.64,0
6072,20019827,West,572,France,Female,34,2,0.0,1,0,1,82252.28,0
6073,20017530,Glennon,508,France,Male,33,9,0.0,2,1,0,74637.57,1
6074,20021159,Wilhelm,542,France,Male,48,5,0.0,2,0,0,7571.51,0
6075,20024023,Nnamutaezinwa,714,Germany,Male,68,5,113877.23,1,0,1,116692.8,0
6076,20023933,Toscano,647,France,Female,36,5,0.0,2,0,0,141210.18,1
6077,20009058,Langdon,740,Spain,Male,43,10,130652.52,2,0,0,12351.01,0
6078,20000478,Cocci,530,France,Male,36,3,135369.71,2,0,1,41409.36,0
6079,20011412,Ma,850,France,Male,38,5,110837.73,1,1,1,116141.72,0
6080,20024152,Hardiman,569,Germany,Female,23,1,166118.45,1,1,1,84908.2,0
6081,20007959,Vasilyev,636,France,Male,30,1,131563.88,3,1,0,192247.35,0
6082,20002848,Su,498,Germany,Female,45,10,68332.96,1,1,1,198103.32,0
6083,20012983,Bergamaschi,801,France,Female,38,6,90536.81,2,1,0,33741.84,0
6084,20003676,Brizendine,532,France,Female,46,4,57369.61,2,0,1,162503.48,0
6085,20003823,Rudd,717,France,Female,20,3,119278.44,1,1,0,14152.15,0
6086,20006583,Yuan,647,France,Male,42,3,0.0,1,1,1,30984.59,0
6087,20023053,Lei,713,Spain,Male,27,2,157731.6,1,1,1,77108.66,1
6088,20006375,Pacheco,512,France,Female,47,8,0.0,1,1,1,145471.94,0
6089,20015512,Efremov,657,France,Male,41,5,125487.89,2,1,1,72168.53,0
6090,20012575,Fang,624,Spain,Male,48,8,0.0,2,1,1,35865.44,0
6091,20008198,Horsley,716,Germany,Male,21,5,0.0,2,1,0,6656.64,0
6092,20012889,Highland,632,Spain,Female,51,2,79019.8,2,1,1,126223.84,0
6093,20001015,Nwora,593,Germany,Female,35,9,84903.33,1,1,0,95686.6,0
6094,20015780,Chiawuotu,507,Spain,Male,22,4,116409.55,2,1,1,99017.34,0
6095,20010557,Boone,723,France,Female,49,5,0.0,1,1,0,99061.75,0
6096,20012482,Wall,589,France,Female,34,0,68067.24,1,0,1,194667.92,1
6097,20014796,Buckland,693,France,Male,27,3,111388.18,2,1,1,7267.25,1
6098,20023133,McCarthy,607,France,Female,56,4,121063.49,3,1,1,41623.59,0
6099,20013231,Andrews,779,France,Male,18,7,0.0,2,1,0,137001.1,1
6100,20013224,Wood,705,France,Male,32,1,0.0,2,0,1,65951.65,0
6101,20008717,Nelson,611,France,Male,31,8,0.0,1,1,0,181224.56,0
6102,20006721,Douglas,680,France,Female,36,1,0.0,1,1,0,172363.41,0
6103,20020971,Curnow,666,France,Male,28,8,183135.39,1,1,1,168779.47,1
6104,20018697,Persse,776,Germany,Male,22,8,121152.05,1,1,0,153955.38,0
6105,20000918,Gibbons,738,Spain,Female,39,4,90063.74,2,1,1,166468.21,0
6106,20013570,Lombardi,538,Germany,Female,31,1,96408.98,2,1,0,10070.4,0
6107,20020594,Morrison,717,Spain,Male,42,9,151855.33,1,1,1,113051.57,0
6108,20022113,Nicholls,646,Spain,Female,58,3,125268.03,2,0,1,183536.24,0
6109,20021473,Fyodorova,566,Spain,Female,35,5,0.0,2,1,1,106061.47,1
6110,20004380,Myers,726,France,Male,49,8,133446.34,1,1,1,25183.01,0
6111,20016453,Nnachetam,625,France,Male,32,9,105356.09,1,0,0,31962.77,0
6112,20024790,Pai,552,Germany,Female,54,4,143054.85,2,1,1,32824.15,0
6113,20003065,Kung,683,France,Female,31,1,129401.87,1,1,0,80698.54,0
6114,20004780,Langdon,728,Spain,Female,37,4,133009.51,2,1,1,55313.51,1
6115,20024581,Kent,707,Germany,Male,50,8,0.0,1,0,0,166996.46,0
6116,20023904,Townsend,633,Spain,Female,47,6,77253.22,1,0,0,14187.78,0
6117,20002423,Levy,611,Spain,Male,26,2,166776.6,1,0,0,167181.77,0
6118,20019237,Ferguson,506,Germany,Male,45,9,115409.18,1,0,0,87000.39,0
6119,20020820,Fomin,724,Spain,Male,28,1,135842.41,2,1,1,5771.56,0
6120,20003057,Sykes,566,Germany,Female,20,3,94001.61,2,1,0,16929.41,0
6121,20013594,Ts'ai,641,France,Male,42,7,133111.73,1,1,0,71672.86,1
6122,20002314,Matveyeva,678,Spain,Male,49,3,0.0,1,1,0,76755.99,0
6123,20001106,Dodd,763,France,Male,39,6,88541.57,1,0,0,167289.82,1
6124,20006355,Palermo,668,France,Male,52,1,144895.05,1,1,0,48260.19,0
6125,20000693,See,472,Spain,Male,37,4,94443.77,1,1,0,170679.74,1
6126,20024843,Rawling,521,Spain,Female,28,3,0.0,2,0,0,163504.33,1
6127,20007592,Brennan,610,Spain,Female,58,8,142151.75,1,0,1,4121.04,0
6128,20017016,Game,573,France,Male,28,4,129608.57,1,1,0,64679.3,0
6129,20011667,Moyes,725,France,Female,53,5,118897.1,2,1,0,189366.03,0
6130,20022890,Ts'ao,735,Germany,Male,45,3,0.0,3,0,0,150245.81,1
6131,20006044,Walker,669,France,Female,29,0,121197.64,2,1,1,115994.52,0
6132,20016627,Han,769,France,Male,57,1,86167.82,2,1,0,169920.92,0
6133,20011005,Benson,456,France,Male,32,5,113452.66,1,0,0,42831.11,0
6134,20001680,Wang,613,France,Female,38,0,95331.83,1,0,1,170122.22,0
6135,20019832,Hamilton,831,France,Male,32,10,78829.53,2,0,1,27431.62,0
6136,20023068,Greco,524,France,Male,43,6,0.0,2,1,0,94433.08,0
6137,20017846,Gardiner,731,France,Male,24,8,101891.1,2,0,1,164117.69,0
6138,20005025,Milano,705,France,Male,32,7,0.0,2,1,0,14479.29,0
6139,20017552,Hsiung,796,Spain,Male,38,10,0.0,2,1,1,79503.05,0
6140,20018332,Yermakova,838,France,Male,45,3,0.0,2,1,1,120512.08,1
6141,20023498,Hs?,654,Germany,Male,18,0,163085.79,1,1,0,148579.43,0
6142,20015211,Balashov,683,Germany,Male,45,1,0.0,2,1,1,120037.36,0
6143,20011665,Donaldson,670,Spain,Male,18,1,0.0,1,1,0,2578.43,0
6144,20019585,Sun,722,Spain,Male,33,3,0.0,1,1,1,33680.56,0
6145,20020150,Montalvo,690,Germany,Male,33,1,0.0,2,1,0,151335.24,0
6146,20000803,Parsons,600,Spain,Female,42,9,134729.99,2,0,1,95623.28,0
6147,20004608,Artamonova,602,Spain,Male,31,4,104498.79,1,1,0,102975.72,0
6148,20010566,French,717,Germany,Male,29,2,111642.08,2,1,1,136259.65,0
6149,20003851,Sun,576,France,Female,20,3,0.0,2,0,1,34702.92,0
6150,20013131,Adams,676,Germany,Female,32,5,97268.1,2,0,1,64815.05,0
6151,20011919,Jamieson,638,France,Male,40,1,91622.42,1,1,0,69303.15,0
6152,20009594,Coles,654,Spain,Male,34,1,0.0,1,1,0,158580.05,0
6153,20013566,Ting,758,France,Male,37,3,115062.61,1,1,0,86634.3,0
6154,20008180,Nebechi,587,France,Male,38,9,134599.33,1,0,1,106977.8,0
6155,20004688,O'Donnell,621,Germany,Male,40,6,132439.99,1,1,1,40261.49,1
6156,20013887,Marsden,435,France,Female,39,8,0.0,2,0,0,62627.55,1
6157,20000535,Pepper,582,France,Female,42,5,88915.37,2,1,0,71672.86,0
6158,20006809,Laurie,762,France,Male,40,6,0.0,2,1,0,164017.89,0
6159,20015389,Edith,542,France,Female,29,7,0.0,2,0,1,16402.11,0
6160,20020076,Ku,719,France,Male,28,9,0.0,1,0,0,179445.28,1
6161,20013318,Scott,660,France,Male,47,1,0.0,1,0,0,142342.55,1
6162,20011509,Lord,604,Germany,Male,31,2,0.0,1,1,1,151954.39,0
6163,20004148,P'eng,782,France,Male,26,5,158584.82,1,0,0,46395.21,0
6164,20005492,Liao,509,Germany,Female,38,6,116644.29,2,1,0,141533.19,0
6165,20020438,Wei,711,France,Male,42,8,99004.24,2,1,1,129654.22,0
6166,20020916,Panicucci,669,Germany,Male,45,2,137390.11,2,1,1,11159.19,0
6167,20006065,Bowhay,644,Germany,Female,34,7,100013.51,1,1,0,152107.93,0
6168,20006298,Ifeanyichukwu,679,Germany,Male,39,6,136258.06,3,1,1,168053.4,0
6169,20009398,Belstead,550,Germany,Female,57,4,144962.74,1,1,0,143681.83,0
6170,20002210,Allen,474,Germany,Male,54,2,153313.67,1,1,0,64323.24,0
6171,20000467,Rowley,570,France,Female,32,6,180530.51,2,0,1,82222.86,0
6172,20012218,Chien,723,Spain,Female,38,5,0.0,1,1,0,43507.1,0
6173,20010500,Lin,557,France,Female,32,0,114321.28,2,1,1,195123.94,0
6174,20006084,Odili,508,France,Female,32,4,0.0,2,1,0,88187.81,0
6175,20001694,Robb,566,France,Male,32,6,190569.23,1,1,0,71823.15,0
6176,20016753,Y?,506,France,Male,47,3,73309.38,1,1,1,112333.22,1
6177,20017774,Ferri,817,France,Female,41,7,120782.7,3,0,1,197911.52,1
6178,20007212,Dodd,606,Spain,Male,41,7,127289.28,2,1,0,79323.61,1
6179,20002040,Webb,750,Germany,Female,52,8,105918.1,1,1,0,155665.76,0
6180,20014858,Stevens,708,France,Male,36,3,99286.98,2,1,1,176407.15,0
6181,20009339,Han,578,Germany,Male,27,6,0.0,2,1,0,130132.41,0
6182,20001357,Ives,654,France,Female,33,6,123943.18,2,1,0,173776.5,1
6183,20007332,Giordano,661,France,Male,47,9,113836.27,1,0,0,57762.0,1
6184,20005778,Doyle,585,France,Male,25,4,94435.45,2,1,0,50400.32,1
6185,20011353,Doyle,664,France,Male,28,6,0.0,2,1,1,64722.61,1
6186,20013679,Page,588,Germany,Male,37,1,36566.96,1,1,0,95421.0,0
6187,20007370,Eva,588,Germany,Male,55,5,166328.65,2,0,0,15650.89,0
6188,20004551,Rose,648,France,Male,40,1,167664.83,1,0,1,65170.66,0
6189,20001007,Bonham,674,France,Female,35,8,0.0,2,1,1,112585.19,0
6190,20002686,Reeves,668,Spain,Female,39,0,142872.36,2,1,1,80963.92,1
6191,20012828,Cartwright,555,Spain,Female,34,4,119695.75,1,1,1,88724.49,0
6192,20013199,Johnstone,679,France,Female,32,6,0.0,2,1,0,162760.96,0
6193,20017605,Chukwuemeka,552,France,Male,18,7,150148.51,1,0,0,180553.48,1
6194,20017144,Kang,648,France,Male,53,2,0.0,1,1,1,77830.36,0
6195,20012161,North,684,Germany,Female,33,9,90355.12,1,1,0,102750.7,0
6196,20001297,Chinwemma,595,France,Male,55,9,152827.99,1,0,1,186884.04,0
6197,20017205,Pennington,543,France,Female,36,9,125681.51,1,1,1,4660.91,1
6198,20003601,Bunton,687,Germany,Male,25,9,114940.67,2,1,1,149614.17,0
6199,20022849,Ozerova,671,Germany,Female,28,9,115713.84,2,1,0,95022.02,0
6200,20010473,Combes,667,France,Male,48,7,120074.97,2,1,0,6382.46,0
6201,20015672,Mahmood,675,France,Male,38,6,0.0,2,0,1,99017.34,0
6202,20017191,Brown,569,France,Female,53,0,0.0,2,0,1,72950.14,0
6203,20023583,Ajuluchukwu,596,Germany,Female,18,6,0.0,1,1,1,127388.06,1
6204,20008426,Robson,654,Spain,Male,46,3,92786.66,1,0,0,50906.65,1
6205,20000217,Beyer,540,Germany,Male,32,9,0.0,1,1,1,91881.29,1
6206,20024643,Giles,634,France,Male,44,10,0.0,1,1,1,184178.29,0
6207,20003303,Hughes,526,France,Male,31,3,58781.76,1,1,0,158666.99,0
6208,20022929,He,687,Germany,Male,36,1,81795.74,2,0,0,10672.54,0
6209,20010486,Vincent,746,France,Female,37,6,115743.6,1,1,1,153771.8,1
6210,20001983,Mancini,489,France,Female,49,5,105683.63,2,0,1,132870.15,0
6211,20008305,Lori,564,Spain,Male,33,7,105473.74,2,1,0,126471.13,0
6212,20011695,Schofield,744,Spain,Male,33,3,101455.7,2,1,0,102681.32,0
6213,20002015,Ts'ui,526,France,Female,25,7,62321.62,2,1,1,131647.31,0
6214,20012787,Duncan,425,France,Female,27,8,89550.85,1,0,1,58467.08,0
6215,20016878,Williams,674,Germany,Male,25,4,121778.71,2,1,1,7267.25,0
6216,20024224,Nock,616,France,Male,44,9,83442.98,1,1,1,21862.19,0
6217,20004582,Cattaneo,715,France,Male,62,2,0.0,2,0,0,159069.37,0
6218,20000148,Grimmett,593,France,Female,39,7,116954.32,3,1,1,15200.61,0
6219,20018263,Watson,751,Germany,Male,66,1,121626.9,1,0,1,90883.12,1
6220,20012613,Fang,528,Germany,Female,35,7,0.0,1,0,0,164040.94,0
6221,20013290,Chukwuhaenye,613,Spain,Male,45,4,0.0,1,0,0,81537.85,0
6222,20005442,Udegbulam,638,Spain,Male,25,3,0.0,1,1,1,114709.13,1
6223,20013501,Hendrick,583,Spain,Male,34,3,117641.43,1,1,0,127059.04,1
6224,20013446,Aleksandrova,700,Spain,Male,37,7,106005.54,2,1,0,48986.18,0
6225,20007151,Crumbley,640,Spain,Female,37,8,84764.79,1,1,0,62811.03,0
6226,20002833,Johnstone,794,France,Male,40,0,129722.57,2,1,0,197588.32,0
6227,20009503,Adams,591,Spain,Male,26,0,141525.55,2,1,0,69263.1,0
6228,20012065,Eluemuno,536,Spain,Female,46,3,96553.52,1,1,0,32999.1,0
6229,20012024,Cattaneo,599,France,Female,36,1,109130.96,2,1,1,21600.11,0
6230,20005186,Toosey,771,France,Female,35,9,100488.92,2,1,0,59259.44,0
6231,20015326,Meng,670,Spain,Female,39,8,0.0,2,1,0,172175.9,0
6232,20010756,K?,565,France,Female,28,10,81811.71,2,1,1,180808.39,0
6233,20012479,Horton,770,France,Female,32,3,0.0,1,1,0,36267.21,0
6234,20017389,Ma,756,France,Female,24,6,139973.65,2,1,0,71173.64,0
6235,20004398,Ershova,641,Spain,Female,23,8,125023.1,2,1,0,99128.13,0
6236,20017949,Iheatu,615,Spain,Male,70,6,142055.41,3,1,0,151303.48,0
6237,20019906,Peppin,632,France,Female,31,4,167772.96,2,1,0,121061.89,1
6238,20000659,Lo,583,France,Female,40,10,104118.5,2,1,0,9149.96,0
6239,20011748,Benjamin,699,Spain,Female,34,5,145338.76,1,1,0,121964.46,0
6240,20013402,Wilhelm,674,Spain,Female,48,2,0.0,1,1,0,89972.25,0
6241,20014663,Hsia,588,France,Male,37,4,51293.47,1,1,1,166588.76,1
6242,20005281,Chukwukere,522,Spain,Male,19,5,124314.45,1,1,1,169741.96,0
6243,20002828,Napolitano,536,Germany,Male,38,5,110837.73,2,1,1,163365.85,0
6244,20002154,Sugden,491,France,Female,54,2,0.0,1,1,0,33310.72,0
6245,20001770,Trevisano,585,Spain,Female,40,6,0.0,1,1,1,3268.17,0
6246,20017151,Chikelu,706,France,Female,39,5,148749.29,3,1,0,169804.4,0
6247,20021668,Tang,677,France,Male,54,8,0.0,2,1,0,33082.81,0
6248,20008266,She,666,France,Male,34,4,81564.1,2,0,0,149575.59,0
6249,20021546,Manna,642,France,Female,43,8,115335.32,2,0,1,189310.27,1
6250,20000448,Ndubuagha,635,France,Female,37,7,116803.8,2,1,0,146011.55,0
6251,20011800,Kemp,698,Germany,Female,27,10,0.0,2,1,1,29861.13,0
6252,20002396,Spring,665,France,Female,32,1,115451.05,1,1,1,134665.25,0
6253,20024767,McBurney,604,Germany,Male,45,9,0.0,2,1,0,180427.24,1
6254,20000544,Brookes,533,Germany,Female,40,3,165679.92,1,1,1,82526.92,0
6255,20018345,Kalinina,688,France,Male,60,5,0.0,1,0,1,173899.42,0
6256,20023420,Onwumelu,748,Spain,Male,61,10,0.0,4,1,0,131924.38,1
6257,20017934,Sheppard,661,France,Male,46,4,0.0,2,1,1,122190.22,0
6258,20000205,Bocharova,731,Spain,Male,40,0,106171.68,2,1,1,142911.99,0
6259,20018056,Onyemere,673,Spain,Female,34,4,123760.68,2,1,0,87711.61,0
6260,20009562,Mao,633,France,Male,52,5,0.0,4,0,1,194365.76,0
6261,20020245,Su,715,Germany,Female,29,4,0.0,2,1,0,122996.76,0
6262,20018310,Tan,776,France,Female,35,2,95167.55,2,1,1,56971.41,0
6263,20001064,Olisaemeka,739,France,Female,46,5,90450.0,1,1,1,192660.55,0
6264,20017663,Brown,729,Spain,Male,36,1,0.0,2,0,1,102638.35,0
6265,20004554,Hargreaves,716,Germany,Female,51,7,89299.81,1,0,0,30252.3,1
6266,20010609,Chukwuhaenye,512,Spain,Male,35,10,0.0,1,1,1,114110.97,0
6267,20002014,Barber,770,Spain,Male,37,4,150412.14,2,1,1,158697.28,1
6268,20001278,Welch,616,Spain,Male,31,7,0.0,2,0,1,75279.39,0
6269,20022680,Dodd,722,France,Female,31,8,131607.28,1,0,0,40855.79,0
6270,20012260,Sharpe,619,Germany,Female,25,8,103873.39,1,1,1,194691.95,0
6271,20004680,Kerr,590,France,Female,41,3,0.0,1,1,0,144134.64,0
6272,20017256,Graham,700,France,Female,18,3,92786.66,2,1,1,125658.28,0
6273,20011389,Lamb,804,France,Male,27,9,121355.99,2,0,0,980.93,0
